0.633,0.03,1
0.803,0.03,1
0.865,0.046,1
1.695,0.111,1
1.74,0.122,2
2.09,0.13,2
1.73,0.15,2
0.548,0.152,1
1.478,0.166,1
1.549,0.172,2
1.43,0.173,2
1.27,0.186,2
1.653,0.188,2
1.789,0.19,2
1.571,0.19,2
0.785,0.19,1
1.686,0.2,2
1.685,0.2,2
1.799,0.209,2
1.4,0.213,2
1.388,0.217,2
1.389,0.222,2
1.7,0.2394,2
1.79,0.24,2
1.428,0.247,2
0.995,0.25,2
1.132,0.25,2
1.419,0.261,1
0.623,0.27,1
1.67,0.279,2
1.39,0.279,2
0.095,0.29,1
1.27,0.29,2
0.211,0.3,1
1.193,0.311,2
0.959,0.3192,2
1.07,0.32,2
1.225,0.345,2
1.3,0.346,2
1.483,0.348,2
1.4,0.35,2
0.196,0.35,1
1.323,0.352,1
1.224,0.359,2
1.38,0.362,2
1.005,0.363,1
1.115,0.363,2
1.34,0.37,2
1.32,0.37,1
1.49,0.38,2
0.823,0.383,1
1.281,0.39,2
0.565,0.4,2
1.25,0.4,2
1.274,0.403,2
0.728,0.41,1
1.44,0.411,2
1.19,0.42,2
1.22,0.422,2
1.32,0.426,2
1.17,0.44,2
1.242,0.44,2
1.212,0.44,2
1.384,0.44,1
0.581,0.442,1
1.22,0.45,2
1.37,0.45,2
1.271,0.498,2
1.325,0.501,1
1.158,0.503,2
1.381,0.51,2
0.842,0.524,1
1.19,0.525,2
1.08,0.528,2
1.363,0.54,2
1.33,0.545,2
1.332,0.55,2
1.528,0.55,2
1.33,0.558,2
1.5,0.568,2
0.374,0.58,1
1.386,0.583,2
1.092,0.583,2
0.825,0.59,2
0.49,0.59,1
1.051,0.59,2
1.005,0.594,2
0.585,0.6,1
0.96,0.603,1
1.28,0.61,2
0.764,0.613,1
1.01,0.64,2
1.21,0.64,2
1.3,0.648,2
1.281,0.649,2
1.24,0.65,1
0.225,0.65,1
0.792,0.65,2
1.26,0.66,2
0.256,0.66,1
1.2,0.665,2
1.363,0.68,2
0.222,0.69,1
1.27,0.69,2
1.29,0.71,2
1.107,0.71,2
1.204,0.729,1
0.952,0.737,2
1.413,0.75,2
1.345,0.75,2
1.067,0.769,2
1.272,0.77,2
1.413,0.774,2
0.96,0.8,1
1.14,0.811,2
1.271,0.823,2
0.813,0.85,2
1.2,0.85,2
1.16,0.851,2
0.337,0.87,1
1.117,0.87,2
1.178,0.89,2
0.328,0.89,1
1.431,0.894,1
1.05,0.9,2
0.385,0.91,1
1.164,0.918,2
0.96,0.93,1
1.46,0.94,2
1.27,0.96,2
1.109,0.96,2
0.754,0.964,1
1.15,0.984,2
1.43,0.99,2
1.336,0.994,2
1.151,1.004,2
1.368,1.01,2
0.348,1.02,1
1.302,1.03,2
1.29,1.037,2
1.168,1.05,2
0.874,1.06,1
0.37,1.07,2
0.89,1.1,1
0.86,1.1,2
1.008,1.104,2
1.264,1.12,2
1.39,1.144,2
0.916,1.161,2
1.093,1.2,2
1.167,1.224,2
1.209,1.25,2
1.31,1.25,2
0.073,1.26,1
1.153,1.274,2
0.278,1.28,1
0.827,1.29,2
0.144,1.31,1
0.422,1.33,2
1.21,1.33,2
1.31,1.35,1
0.301,1.38,1
0.89,1.4,2
1.24,1.423,2
0.313,1.45,1
1.281,1.458,2
1.466,1.47,2
0.459,1.47,1
1.112,1.5,2
1.16,1.53,2
0.57,1.6,2
1.49,1.61,2
1.17,1.68,1
0.377,1.69,2
0.305,1.71,1
0.161,1.72,1
1.15,1.82,2
1.097,1.88,1
0.357,1.91,1
1.072,1.96,2
1.08,2.11,2
1.07,2.18,2
0.178,2.18,1
1.31,2.2,2
1.144,2.208,2
0.238,2.26,1
1.166,2.32,2
1.2,2.33,1
0.885,2.34,2
1.197,2.4,2
0.775,2.4,2
1.289,2.42,2
1.094,2.74,2
1.02,2.82,2
0.274,2.91,1
1.18,2.926,2
0.93,2.939,2
1.05,3,2
0.545,3,1
0.203,3.03,2
0.228,3.1,1
0.388,3.2,1
0.223,3.28,1
0.206,3.32,1
0.97,3.7,2
1.087,3.78,2
0.2,3.9,2
0.297,4,1
0.245,4.07,1
1.08,4.14,2
0.134,4.17,1
0.073,4.42,1
1.281,4.656,2
1.024,4.68,2
0.198,4.68,1
0.178,4.9,1
0.079,4.92,1
0.144,5,1
0.182,5.08,1
0.132,5.44,1
0.105,5.57,1
0.15,5.6,2
0.178,5.9,2
0.215,6,1
0.17,6.5,1
1.136,7.1,1
1.157,7.29,2
1.09,7.3,2
0.133,7.46,1
1.217,8.1,2
1.165,8.78,2
0.126,8.8,1
0.84,8.87,2
0.106,8.88,1
0.199,10,1
0.153,10.1,1
0.197,10.4,1
0.162,10.73,1
0.132,10.9,1
1.03,11,1
0.128,11.82,1
1.22,12.4,1
1.007,12.6,2
0.146,12.9,1
0.105,13.27,1
0.867,13.78,2
0.808,14,1
0.118,14.25,1
0.212,14.7,1
NaN,23,2
0.042,23.29,1
0.076,24.39,1
1.11,24.7,2
1.01,26.4,2
0.085,28,1
0.075,77.7,1
